Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeds,AllStaffedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2017Q3,,SB0801,,D102H,,C1,,General Surgery,,65,,65,,0.7065217391304348,,0.7065217391304348,,100,
2017Q3,,SB0801,,SB0801,d,C1,,General Surgery,,65,,65,,0.7065217391304348,,0.7065217391304348,,100,
2017Q4,,SB0801,,D102H,,C1,,General Surgery,,47,,47,,0.5108695652173914,,0.5108695652173914,,100,
2017Q4,,SB0801,,SB0801,d,C1,,General Surgery,,47,,47,,0.5108695652173914,,0.5108695652173914,,100,
2018Q1,,SB0801,,D102H,,C1,,General Surgery,,72,,72,,0.8,,0.8,,100,
2018Q1,,SB0801,,SB0801,d,C1,,General Surgery,,72,,72,,0.8,,0.8,,100,
2018Q2,,SB0801,,D102H,,C1,,General Surgery,,49,,49,,0.5384615384615384,,0.5384615384615384,,100,
2018Q2,,SB0801,,SB0801,d,C1,,General Surgery,,49,,49,,0.5384615384615384,,0.5384615384615384,,100,
2018Q3,,SB0801,,D102H,,C1,,General Surgery,,61,,61,,0.6630434782608695,,0.6630434782608695,,100,
2018Q3,,SB0801,,SB0801,d,C1,,General Surgery,,61,,61,,0.6630434782608695,,0.6630434782608695,,100,
2018Q4,,SB0801,,D102H,,C1,,General Surgery,,94,,94,,1.0217391304347827,,1.0217391304347827,,100,
2018Q4,,SB0801,,SB0801,d,C1,,General Surgery,,94,,94,,1.0217391304347827,,1.0217391304347827,,100,
2019Q1,,SB0801,,D102H,,C1,,General Surgery,,39,,39,,0.43333333333333335,,0.43333333333333335,,100,
2019Q1,,SB0801,,SB0801,d,C1,,General Surgery,,39,,39,,0.43333333333333335,,0.43333333333333335,,100,
2019Q2,,SB0801,,D102H,,C1,,General Surgery,,43,,43,,0.4725274725274725,,0.4725274725274725,,100,
2019Q2,,SB0801,,SB0801,d,C1,,General Surgery,,43,,43,,0.4725274725274725,,0.4725274725274725,,100,
2019Q3,,SB0801,,D102H,,C1,,General Surgery,,34,,34,,0.3695652173913043,,0.3695652173913043,,100,
2019Q3,,SB0801,,SB0801,d,C1,,General Surgery,,34,,34,,0.3695652173913043,,0.3695652173913043,,100,
2019Q4,,SB0801,,D102H,,C1,,General Surgery,,47,,47,,0.5108695652173914,,0.5108695652173914,,100,
2019Q4,,SB0801,,SB0801,d,C1,,General Surgery,,47,,47,,0.5108695652173914,,0.5108695652173914,,100,
2020Q1,,SB0801,,D102H,,C1,,General Surgery,,55,,55,,0.6043956043956044,,0.6043956043956044,,100,
2020Q1,,SB0801,,SB0801,d,C1,,General Surgery,,55,,55,,0.6043956043956044,,0.6043956043956044,,100,
2020Q2,,SB0801,,D102H,,C1,,General Surgery,,804,,111,,8.835164835164836,,1.21978021978022,,13.805970149253731,
2020Q2,,SB0801,,SB0801,d,C1,,General Surgery,,804,,111,,8.835164835164836,,1.21978021978022,,13.805970149253731,
2020Q3,,SB0801,,D102H,,C1,,General Surgery,,1022,,145,,11.108695652173912,,1.576086956521739,,14.187866927592957,
2020Q3,,SB0801,,SB0801,d,C1,,General Surgery,,1022,,145,,11.108695652173912,,1.576086956521739,,14.187866927592957,
2020Q4,,SB0801,,D102H,,C1,,General Surgery,,67,,67,,0.7282608695652174,,0.7282608695652174,,100,
2020Q4,,SB0801,,SB0801,d,C1,,General Surgery,,67,,67,,0.7282608695652174,,0.7282608695652174,,100,
2021Q1,,SB0801,,D102H,,C1,,General Surgery,,154,,154,,1.711111111111111,,1.711111111111111,,100,
2021Q1,,SB0801,,SB0801,d,C1,,General Surgery,,154,,154,,1.711111111111111,,1.711111111111111,,100,
2021Q2,p,SB0801,,D102H,,C1,,General Surgery,,1001,,33,,11,,0.3626373626373626,,3.296703296703297,
2021Q2,p,SB0801,,SB0801,d,C1,,General Surgery,,1001,,33,,11,,0.3626373626373626,,3.296703296703297,
2020Q2,,SB0801,,D102H,,F2,,Gynaecology,,51,,51,,0.5604395604395604,,0.5604395604395604,,100,
2020Q2,,SB0801,,SB0801,d,F2,,Gynaecology,,51,,51,,0.5604395604395604,,0.5604395604395604,,100,
2020Q3,,SB0801,,D102H,,F2,,Gynaecology,,82,,82,,0.8913043478260869,,0.8913043478260869,,100,
2020Q3,,SB0801,,SB0801,d,F2,,Gynaecology,,82,,82,,0.8913043478260869,,0.8913043478260869,,100,
2020Q4,,SB0801,,D102H,,F2,,Gynaecology,,91,,91,,0.9891304347826086,,0.9891304347826086,,100,
2020Q4,,SB0801,,SB0801,d,F2,,Gynaecology,,91,,91,,0.9891304347826086,,0.9891304347826086,,100,
2021Q1,,SB0801,,D102H,,F2,,Gynaecology,,83,,83,,0.9222222222222224,,0.9222222222222224,,100,
2021Q1,,SB0801,,SB0801,d,F2,,Gynaecology,,83,,83,,0.9222222222222224,,0.9222222222222224,,100,
2021Q2,p,SB0801,,D102H,,F2,,Gynaecology,,79,,79,,0.8681318681318682,,0.8681318681318682,,100,
2021Q2,p,SB0801,,SB0801,d,F2,,Gynaecology,,79,,79,,0.8681318681318682,,0.8681318681318682,,100,
2016Q2,,SB0801,,D102H,, ,z,Medical Grouping,d,3405,,3064,,37.417582417582416,,33.67032967032967,,89.98531571218797,
2016Q2,,SB0801,,SB0801,d, ,z,Medical Grouping,d,3405,,3064,,37.417582417582416,,33.67032967032967,,89.98531571218797,
2016Q3,,SB0801,,D102H,, ,z,Medical Grouping,d,2611,,2284,,28.380434782608695,,24.82608695652174,,87.47606281118345,
2016Q3,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2611,,2284,,28.380434782608695,,24.82608695652174,,87.47606281118345,
2016Q4,,SB0801,,D102H,, ,z,Medical Grouping,d,2562,,2276,,27.847826086956523,,24.73913043478261,,88.8368462138954,
2016Q4,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2562,,2276,,27.847826086956523,,24.73913043478261,,88.8368462138954,
2017Q1,,SB0801,,D102H,, ,z,Medical Grouping,d,2429,,2154,,26.988888888888887,,23.933333333333337,,88.678468505557845,
2017Q1,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2429,,2154,,26.988888888888887,,23.933333333333337,,88.678468505557845,
2017Q2,,SB0801,,D102H,, ,z,Medical Grouping,d,2697,,2400,,29.63736263736264,,26.373626373626372,,88.98776418242491,
2017Q2,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2697,,2400,,29.63736263736264,,26.373626373626372,,88.98776418242491,
2017Q3,,SB0801,,D102H,, ,z,Medical Grouping,d,2636,,2292,,28.652173913043477,,24.91304347826087,,86.94992412746588,
2017Q3,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2636,,2292,,28.652173913043477,,24.91304347826087,,86.94992412746588,
2017Q4,,SB0801,,D102H,, ,z,Medical Grouping,d,2769,,2446,,30.097826086956523,,26.58695652173913,,88.33513903936438,
2017Q4,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2769,,2446,,30.097826086956523,,26.58695652173913,,88.33513903936438,
2018Q1,,SB0801,,D102H,, ,z,Medical Grouping,d,2554,,2209,,28.377777777777776,,24.544444444444444,,86.4917776037588,
2018Q1,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2554,,2209,,28.377777777777776,,24.544444444444444,,86.4917776037588,
2018Q2,,SB0801,,D102H,, ,z,Medical Grouping,d,2748,,2468,,30.197802197802197,,27.12087912087912,,89.81077147016012,
2018Q2,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2748,,2468,,30.197802197802197,,27.12087912087912,,89.81077147016012,
2018Q3,,SB0801,,D102H,, ,z,Medical Grouping,d,2886,,2554,,31.369565217391305,,27.76086956521739,,88.4961884961885,
2018Q3,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2886,,2554,,31.369565217391305,,27.76086956521739,,88.4961884961885,
2018Q4,,SB0801,,D102H,, ,z,Medical Grouping,d,3078,,2732,,33.45652173913044,,29.695652173913043,,88.75893437296945,
2018Q4,,SB0801,,SB0801,d, ,z,Medical Grouping,d,3078,,2732,,33.45652173913044,,29.695652173913043,,88.75893437296945,
2019Q1,,SB0801,,D102H,, ,z,Medical Grouping,d,2942,,2668,,32.68888888888889,,29.64444444444445,,90.68660774983005,
2019Q1,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2942,,2668,,32.68888888888889,,29.64444444444445,,90.68660774983005,
2019Q2,,SB0801,,D102H,, ,z,Medical Grouping,d,2776,,2502,,30.505494505494507,,27.494505494505493,,90.12968299711814,
2019Q2,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2776,,2502,,30.505494505494507,,27.494505494505493,,90.12968299711814,
2019Q3,,SB0801,,D102H,, ,z,Medical Grouping,d,2874,,2486,,31.23913043478261,,27.02173913043478,,86.49965205288795,
2019Q3,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2874,,2486,,31.23913043478261,,27.02173913043478,,86.49965205288795,
2019Q4,,SB0801,,D102H,, ,z,Medical Grouping,d,2731,,2416,,29.684782608695652,,26.26086956521739,,88.46576345660931,
2019Q4,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2731,,2416,,29.684782608695652,,26.26086956521739,,88.46576345660931,
2020Q1,,SB0801,,D102H,, ,z,Medical Grouping,d,2836,,2392,,31.164835164835164,,26.285714285714285,,84.3441466854725,
2020Q1,,SB0801,,SB0801,d, ,z,Medical Grouping,d,2836,,2392,,31.164835164835164,,26.285714285714285,,84.3441466854725,
2020Q2,,SB0801,,D102H,, ,z,Medical Grouping,d,4547,,3326,,49.96703296703296,,36.54945054945055,,73.14712997580823,
2020Q2,,SB0801,,SB0801,d, ,z,Medical Grouping,d,4547,,3326,,49.96703296703296,,36.54945054945055,,73.14712997580823,
2020Q3,,SB0801,,D102H,, ,z,Medical Grouping,d,4227,,3126,,45.94565217391305,,33.97826086956522,,73.95315826827536,
2020Q3,,SB0801,,SB0801,d, ,z,Medical Grouping,d,4227,,3126,,45.94565217391305,,33.97826086956522,,73.95315826827536,
2020Q4,,SB0801,,D102H,, ,z,Medical Grouping,d,3771,,2649,,40.98913043478261,,28.793478260869566,,70.24661893396977,
2020Q4,,SB0801,,SB0801,d, ,z,Medical Grouping,d,3771,,2649,,40.98913043478261,,28.793478260869566,,70.24661893396977,
2021Q1,,SB0801,,D102H,, ,z,Medical Grouping,d,4396,,3198,,48.84444444444444,,35.53333333333333,,72.74795268425842,
2021Q1,,SB0801,,SB0801,d, ,z,Medical Grouping,d,4396,,3198,,48.84444444444444,,35.53333333333333,,72.74795268425842,
2021Q2,p,SB0801,,D102H,, ,z,Medical Grouping,d,3587,,3305,,39.417582417582416,,36.31868131868132,,92.1382771117926,
2021Q2,p,SB0801,,SB0801,d, ,z,Medical Grouping,d,3587,,3305,,39.417582417582416,,36.31868131868132,,92.1382771117926,
2018Q2,,SB0801,,D102H,,C7,,Ophthalmology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2018Q2,,SB0801,,SB0801,d,C7,,Ophthalmology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2018Q3,,SB0801,,D102H,,C7,,Ophthalmology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2018Q3,,SB0801,,SB0801,d,C7,,Ophthalmology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2021Q1,,SB0801,,D102H,,D3,,Oral Surgery,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2021Q1,,SB0801,,SB0801,d,D3,,Oral Surgery,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2021Q2,p,SB0801,,D102H,,D3,,Oral Surgery,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2021Q2,p,SB0801,,SB0801,d,D3,,Oral Surgery,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2016Q2,,SB0801,,D102H,,C9,,Plastic Surgery,,7,,7,,0.07692307692307693,,0.07692307692307693,,100,
2016Q2,,SB0801,,SB0801,d,C9,,Plastic Surgery,,7,,7,,0.07692307692307693,,0.07692307692307693,,100,
2016Q3,,SB0801,,D102H,,C9,,Plastic Surgery,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2016Q3,,SB0801,,SB0801,d,C9,,Plastic Surgery,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2016Q4,,SB0801,,D102H,,C9,,Plastic Surgery,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2016Q4,,SB0801,,SB0801,d,C9,,Plastic Surgery,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2017Q1,,SB0801,,D102H,,C9,,Plastic Surgery,,23,,23,,0.25555555555555554,,0.25555555555555554,,100,
2017Q1,,SB0801,,SB0801,d,C9,,Plastic Surgery,,23,,23,,0.25555555555555554,,0.25555555555555554,,100,
2017Q2,,SB0801,,D102H,,C9,,Plastic Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2017Q2,,SB0801,,SB0801,d,C9,,Plastic Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2017Q3,,SB0801,,D102H,,C9,,Plastic Surgery,,11,,11,,0.11956521739130437,,0.11956521739130437,,100,
2017Q3,,SB0801,,SB0801,d,C9,,Plastic Surgery,,11,,11,,0.11956521739130437,,0.11956521739130437,,100,
2017Q4,,SB0801,,D102H,,C9,,Plastic Surgery,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2017Q4,,SB0801,,SB0801,d,C9,,Plastic Surgery,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2018Q1,,SB0801,,D102H,,C9,,Plastic Surgery,,12,,12,,0.13333333333333333,,0.13333333333333333,,100,
2018Q1,,SB0801,,SB0801,d,C9,,Plastic Surgery,,12,,12,,0.13333333333333333,,0.13333333333333333,,100,
2018Q2,,SB0801,,D102H,,C9,,Plastic Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2018Q2,,SB0801,,SB0801,d,C9,,Plastic Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2018Q3,,SB0801,,D102H,,C9,,Plastic Surgery,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2018Q3,,SB0801,,SB0801,d,C9,,Plastic Surgery,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2018Q4,,SB0801,,D102H,,C9,,Plastic Surgery,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2018Q4,,SB0801,,SB0801,d,C9,,Plastic Surgery,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2020Q2,,SB0801,,D102H,,C9,,Plastic Surgery,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2020Q2,,SB0801,,SB0801,d,C9,,Plastic Surgery,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2020Q3,,SB0801,,D102H,,C9,,Plastic Surgery,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2020Q3,,SB0801,,SB0801,d,C9,,Plastic Surgery,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2021Q1,,SB0801,,D102H,,C9,,Plastic Surgery,,16,,16,,0.17777777777777778,,0.17777777777777778,,100,
2021Q1,,SB0801,,SB0801,d,C9,,Plastic Surgery,,16,,16,,0.17777777777777778,,0.17777777777777778,,100,
2021Q2,p,SB0801,,D102H,,C9,,Plastic Surgery,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
2021Q2,p,SB0801,,SB0801,d,C9,,Plastic Surgery,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
2016Q2,,SB0801,,D102H,,AQ,,Respiratory Medicine,,146,,146,,1.6043956043956045,,1.6043956043956045,,100,
2016Q2,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,146,,146,,1.6043956043956045,,1.6043956043956045,,100,
2016Q3,,SB0801,,D102H,,AQ,,Respiratory Medicine,,119,,119,,1.2934782608695652,,1.2934782608695652,,100,
2016Q3,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,119,,119,,1.2934782608695652,,1.2934782608695652,,100,
2016Q4,,SB0801,,D102H,,AQ,,Respiratory Medicine,,119,,114,,1.2934782608695652,,1.2391304347826086,,95.7983193277311,
2016Q4,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,119,,114,,1.2934782608695652,,1.2391304347826086,,95.7983193277311,
2017Q1,,SB0801,,D102H,,AQ,,Respiratory Medicine,,123,,122,,1.3666666666666667,,1.3555555555555556,,99.1869918699187,
2017Q1,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,123,,122,,1.3666666666666667,,1.3555555555555556,,99.1869918699187,
2017Q2,,SB0801,,D102H,,AQ,,Respiratory Medicine,,136,,132,,1.4945054945054943,,1.4505494505494505,,97.05882352941175,
2017Q2,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,136,,132,,1.4945054945054943,,1.4505494505494505,,97.05882352941175,
2017Q3,,SB0801,,D102H,,AQ,,Respiratory Medicine,,144,,144,,1.565217391304348,,1.565217391304348,,100,
2017Q3,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,144,,144,,1.565217391304348,,1.565217391304348,,100,
2017Q4,,SB0801,,D102H,,AQ,,Respiratory Medicine,,134,,134,,1.4565217391304348,,1.4565217391304348,,100,
2017Q4,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,134,,134,,1.4565217391304348,,1.4565217391304348,,100,
2018Q1,,SB0801,,D102H,,AQ,,Respiratory Medicine,,159,,159,,1.7666666666666666,,1.7666666666666666,,100,
2018Q1,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,159,,159,,1.7666666666666666,,1.7666666666666666,,100,
2018Q2,,SB0801,,D102H,,AQ,,Respiratory Medicine,,174,,174,,1.912087912087912,,1.912087912087912,,100,
2018Q2,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,174,,174,,1.912087912087912,,1.912087912087912,,100,
2018Q3,,SB0801,,D102H,,AQ,,Respiratory Medicine,,158,,158,,1.7173913043478262,,1.7173913043478262,,100,
2018Q3,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,158,,158,,1.7173913043478262,,1.7173913043478262,,100,
2018Q4,,SB0801,,D102H,,AQ,,Respiratory Medicine,,158,,158,,1.7173913043478262,,1.7173913043478262,,100,
2018Q4,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,158,,158,,1.7173913043478262,,1.7173913043478262,,100,
2019Q1,,SB0801,,D102H,,AQ,,Respiratory Medicine,,185,,185,,2.0555555555555554,,2.0555555555555554,,100,
2019Q1,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,185,,185,,2.0555555555555554,,2.0555555555555554,,100,
2019Q2,,SB0801,,D102H,,AQ,,Respiratory Medicine,,139,,139,,1.5274725274725274,,1.5274725274725274,,100,
2019Q2,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,139,,139,,1.5274725274725274,,1.5274725274725274,,100,
2019Q3,,SB0801,,D102H,,AQ,,Respiratory Medicine,,134,,134,,1.4565217391304348,,1.4565217391304348,,100,
2019Q3,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,134,,134,,1.4565217391304348,,1.4565217391304348,,100,
2019Q4,,SB0801,,D102H,,AQ,,Respiratory Medicine,,140,,140,,1.5217391304347827,,1.5217391304347827,,100,
2019Q4,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,140,,140,,1.5217391304347827,,1.5217391304347827,,100,
2020Q1,,SB0801,,D102H,,AQ,,Respiratory Medicine,,144,,144,,1.5824175824175823,,1.5824175824175823,,100,
2020Q1,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,144,,144,,1.5824175824175823,,1.5824175824175823,,100,
2020Q2,,SB0801,,D102H,,AQ,,Respiratory Medicine,,32,,32,,0.3516483516483517,,0.3516483516483517,,100,
2020Q2,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,32,,32,,0.3516483516483517,,0.3516483516483517,,100,
2020Q3,,SB0801,,D102H,,AQ,,Respiratory Medicine,,115,,115,,1.25,,1.25,,100,
2020Q3,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,115,,115,,1.25,,1.25,,100,
2020Q4,,SB0801,,D102H,,AQ,,Respiratory Medicine,,104,,101,,1.1304347826086956,,1.0978260869565215,,97.11538461538464,
2020Q4,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,104,,101,,1.1304347826086956,,1.0978260869565215,,97.11538461538464,
2021Q1,,SB0801,,D102H,,AQ,,Respiratory Medicine,,118,,110,,1.3111111111111111,,1.2222222222222223,,93.22033898305084,
2021Q1,,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,118,,110,,1.3111111111111111,,1.2222222222222223,,93.22033898305084,
2021Q2,p,SB0801,,D102H,,AQ,,Respiratory Medicine,,139,,139,,1.5274725274725274,,1.5274725274725274,,100,
2021Q2,p,SB0801,,SB0801,d,AQ,,Respiratory Medicine,,139,,139,,1.5274725274725274,,1.5274725274725274,,100,
2016Q2,,SB0801,,D102H,, ,z,Surgery Grouping,d,13470,,10094,,148.021978021978,,110.92307692307692,,74.93689680772087,
2016Q2,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13470,,10094,,148.021978021978,,110.92307692307692,,74.93689680772087,
2016Q3,,SB0801,,D102H,, ,z,Surgery Grouping,d,13802,,10096,,150.02173913043478,,109.7391304347826,,73.14881901173743,
2016Q3,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13802,,10096,,150.02173913043478,,109.7391304347826,,73.14881901173743,
2016Q4,,SB0801,,D102H,, ,z,Surgery Grouping,d,13555,,9773,,147.33695652173913,,106.22826086956522,,72.09885651051273,
2016Q4,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13555,,9773,,147.33695652173913,,106.22826086956522,,72.09885651051273,
2017Q1,,SB0801,,D102H,, ,z,Surgery Grouping,d,13193,,9415,,146.5888888888889,,104.61111111111111,,71.36360191010384,
2017Q1,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13193,,9415,,146.5888888888889,,104.61111111111111,,71.36360191010384,
2017Q2,,SB0801,,D102H,, ,z,Surgery Grouping,d,12907,,9214,,141.83516483516485,,101.25274725274726,,71.38761912140698,
2017Q2,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12907,,9214,,141.83516483516485,,101.25274725274726,,71.38761912140698,
2017Q3,,SB0801,,D102H,, ,z,Surgery Grouping,d,12790,,9366,,139.02173913043478,,101.80434782608695,,73.22908522283034,
2017Q3,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12790,,9366,,139.02173913043478,,101.80434782608695,,73.22908522283034,
2017Q4,,SB0801,,D102H,, ,z,Surgery Grouping,d,13390,,9988,,145.54347826086956,,108.56521739130434,,74.59297983569829,
2017Q4,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13390,,9988,,145.54347826086956,,108.56521739130434,,74.59297983569829,
2018Q1,,SB0801,,D102H,, ,z,Surgery Grouping,d,13127,,9662,,145.85555555555555,,107.35555555555555,,73.60402224422945,
2018Q1,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13127,,9662,,145.85555555555555,,107.35555555555555,,73.60402224422945,
2018Q2,,SB0801,,D102H,, ,z,Surgery Grouping,d,13069,,9881,,143.6153846153846,,108.58241758241758,,75.60639681689494,
2018Q2,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,13069,,9881,,143.6153846153846,,108.58241758241758,,75.60639681689494,
2018Q3,,SB0801,,D102H,, ,z,Surgery Grouping,d,12920,,9836,,140.43478260869566,,106.91304347826087,,76.13003095975233,
2018Q3,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12920,,9836,,140.43478260869566,,106.91304347826087,,76.13003095975233,
2018Q4,,SB0801,,D102H,, ,z,Surgery Grouping,d,11774,,9033,,127.97826086956522,,98.18478260869566,,76.71989128588416,
2018Q4,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,11774,,9033,,127.97826086956522,,98.18478260869566,,76.71989128588416,
2019Q1,,SB0801,,D102H,, ,z,Surgery Grouping,d,11841,,8986,,131.56666666666666,,99.84444444444443,,75.88886073811334,
2019Q1,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,11841,,8986,,131.56666666666666,,99.84444444444443,,75.88886073811334,
2019Q2,,SB0801,,D102H,, ,z,Surgery Grouping,d,12153,,9395,,133.54945054945054,,103.24175824175823,,77.30601497572617,
2019Q2,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12153,,9395,,133.54945054945054,,103.24175824175823,,77.30601497572617,
2019Q3,,SB0801,,D102H,, ,z,Surgery Grouping,d,12518,,9581,,136.06521739130434,,104.1413043478261,,76.5377855887522,
2019Q3,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12518,,9581,,136.06521739130434,,104.1413043478261,,76.5377855887522,
2019Q4,,SB0801,,D102H,, ,z,Surgery Grouping,d,12872,,9243,,139.91304347826087,,100.46739130434784,,71.80702299564948,
2019Q4,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12872,,9243,,139.91304347826087,,100.46739130434784,,71.80702299564948,
2020Q1,,SB0801,,D102H,, ,z,Surgery Grouping,d,12060,,8523,,132.52747252747253,,93.65934065934066,,70.67164179104478,
2020Q1,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12060,,8523,,132.52747252747253,,93.65934065934066,,70.67164179104478,
2020Q2,,SB0801,,D102H,, ,z,Surgery Grouping,d,9819,,4775,,107.9010989010989,,52.472527472527474,,48.63020674203076,
2020Q2,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,9819,,4775,,107.9010989010989,,52.472527472527474,,48.63020674203076,
2020Q3,,SB0801,,D102H,, ,z,Surgery Grouping,d,11215,,6808,,121.90217391304348,,74,,60.70441373160945,
2020Q3,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,11215,,6808,,121.90217391304348,,74,,60.70441373160945,
2020Q4,,SB0801,,D102H,, ,z,Surgery Grouping,d,11894,,8515,,129.2826086956522,,92.55434782608695,,71.5907180090802,
2020Q4,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,11894,,8515,,129.2826086956522,,92.55434782608695,,71.5907180090802,
2021Q1,,SB0801,,D102H,, ,z,Surgery Grouping,d,12151,,8862,,135.01111111111112,,98.46666666666668,,72.93226894905769,
2021Q1,,SB0801,,SB0801,d, ,z,Surgery Grouping,d,12151,,8862,,135.01111111111112,,98.46666666666668,,72.93226894905769,
