_id,Month,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesAggregate,NumberOfAttendancesEpisode,NumberOfAttendancesEpisodeQF,NumberMeetingTargetAggregate,NumberMeetingTargetEpisode,NumberMeetingTargetEpisodeQF,DischargeDestinationAdmissionToSame,DischargeDestinationAdmissionToSameQF,DischargeDestinationOtherSpecialty,DischargeDestinationOtherSpecialtyQF,DischargeDestinationResidence,DischargeDestinationResidenceQF,DischargeDestinationTransfer,DischargeDestinationTransferQF,DischargeDestinationUnknown,DischargeDestinationUnknownQF,AttendanceGreater8hrs,AttendanceGreater8hrsQF,AttendanceGreater12hrs,AttendanceGreater12hrsQF
200,200709,S92000003,S08000020,N101H,Emergency Department,5246,5246,"",5038,5038,"",1199,"",21,"",3918,"",74,"",34,"",16,"",4,""
201,200709,S92000003,S08000020,N121H,Emergency Department,1486,1486,"",1480,1480,"",375,"",0,"",1107,"",4,"",0,"",0,"",0,""
202,200709,S92000003,S08000020,N151H,Minor Injury Unit or Other,89,,z,89,,z,,z,,z,,z,,z,,z,,z,,z
203,200709,S92000003,S08000020,N331H,Minor Injury Unit or Other,64,,z,64,,z,,z,,z,,z,,z,,z,,z,,z
204,200709,S92000003,S08000020,N332H,Minor Injury Unit or Other,70,,z,70,,z,,z,,z,,z,,z,,z,,z,,z
205,200709,S92000003,S08000020,N333H,Minor Injury Unit or Other,1108,,z,1107,,z,,z,,z,,z,,z,,z,,z,,z
206,200709,S92000003,S08000020,N334H,Minor Injury Unit or Other,845,,z,842,,z,,z,,z,,z,,z,,z,,z,,z
207,200709,S92000003,S08000020,N335H,Minor Injury Unit or Other,259,,z,259,,z,,z,,z,,z,,z,,z,,z,,z
208,200709,S92000003,S08000020,N336H,Minor Injury Unit or Other,185,,z,185,,z,,z,,z,,z,,z,,z,,z,,z
209,200709,S92000003,S08000020,N337H,Minor Injury Unit or Other,343,,z,343,,z,,z,,z,,z,,z,,z,,z,,z
210,200709,S92000003,S08000020,N411H,Emergency Department,1963,1963,"",1838,1838,"",482,"",8,"",1412,"",19,"",42,"",6,"",1,""
211,200709,S92000003,S08000020,N431H,Minor Injury Unit or Other,76,,z,76,,z,,z,,z,,z,,z,,z,,z,,z
212,200709,S92000003,S08000020,N432H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
213,200709,S92000003,S08000020,N433H,Minor Injury Unit or Other,106,,z,106,,z,,z,,z,,z,,z,,z,,z,,z
214,200709,S92000003,S08000020,N434H,Minor Injury Unit or Other,74,,z,74,,z,,z,,z,,z,,z,,z,,z,,z
215,200709,S92000003,S08000020,N451H,Minor Injury Unit or Other,39,,z,39,,z,,z,,z,,z,,z,,z,,z,,z
216,200709,S92000003,S08000020,N494H,Minor Injury Unit or Other,139,139,"",139,139,"",0,"",0,"",121,"",18,"",0,"",0,"",0,""
217,200709,S92000003,S08000031,C206H,Minor Injury Unit or Other,1224,1224,"",1218,1218,"",321,"",1,"",789,"",99,"",14,"",0,"",0,""
218,200709,S92000003,S08000031,C313H,Emergency Department,2616,2616,"",2581,2581,"",547,"",5,"",1883,"",24,"",157,"",0,"",0,""
219,200709,S92000003,S08000031,C418H,Emergency Department,5690,5690,"",5481,5481,"",1616,"",14,"",3679,"",69,"",312,"",7,"",0,""
220,200709,S92000003,S08000031,G107H,Emergency Department,6032,6032,"",5631,5631,"",1765,"",14,"",3812,"",135,"",306,"",18,"",4,""
221,200709,S92000003,S08000031,G207H,Emergency Department,3410,3410,"",3262,3262,"",951,"",0,"",2289,"",40,"",130,"",3,"",0,""
222,200709,S92000003,S08000031,G306H,Emergency Department,5838,5838,"",5712,5712,"",1535,"",19,"",4067,"",136,"",81,"",1,"",0,""
223,200709,S92000003,S08000031,G405H,Emergency Department,4043,4043,"",3854,3854,"",1172,"",6,"",2745,"",26,"",94,"",3,"",0,""
224,200709,S92000003,S08000031,G513H,Emergency Department,3168,3168,"",3123,3123,"",519,"",0,"",2641,"",1,"",7,"",1,"",1,""
225,200709,S92000003,S08000031,G516H,Emergency Department,4848,4848,"",4524,4524,"",1509,"",8,"",2917,"",140,"",274,"",15,"",3,""
226,200709,S92000003,S08000022,C103B,Minor Injury Unit or Other,541,,z,537,,z,,z,,z,,z,,z,,z,,z,,z
227,200709,S92000003,S08000022,C106H,Minor Injury Unit or Other,554,,z,554,,z,,z,,z,,z,,z,,z,,z,,z
228,200709,S92000003,S08000022,C108H,Minor Injury Unit or Other,77,,z,75,,z,,z,,z,,z,,z,,z,,z,,z
229,200709,S92000003,S08000022,C110H,Minor Injury Unit or Other,266,,z,264,,z,,z,,z,,z,,z,,z,,z,,z
230,200709,S92000003,S08000022,C113H,Minor Injury Unit or Other,386,,z,382,,z,,z,,z,,z,,z,,z,,z,,z
231,200709,S92000003,S08000022,C117J,Minor Injury Unit or Other,35,,z,34,,z,,z,,z,,z,,z,,z,,z,,z
232,200709,S92000003,S08000022,C121H,Emergency Department,557,,z,552,,z,,z,,z,,z,,z,,z,,z,,z
233,200709,S92000003,S08000022,H101H,Minor Injury Unit or Other,204,,z,204,,z,,z,,z,,z,,z,,z,,z,,z
234,200709,S92000003,S08000022,H103H,Emergency Department,478,,z,475,,z,,z,,z,,z,,z,,z,,z,,z
235,200709,S92000003,S08000022,H106H,Minor Injury Unit or Other,43,,z,43,,z,,z,,z,,z,,z,,z,,z,,z
236,200709,S92000003,S08000022,H202H,Emergency Department,2611,2611,"",2556,2556,"",576,"",21,"",2013,"",1,"",0,"",1,"",0,""
237,200709,S92000003,S08000022,H208H,Minor Injury Unit or Other,237,,z,236,,z,,z,,z,,z,,z,,z,,z,,z
238,200709,S92000003,S08000022,H210H,Minor Injury Unit or Other,122,,z,122,,z,,z,,z,,z,,z,,z,,z,,z
239,200709,S92000003,S08000022,H212H,Emergency Department,761,,z,749,,z,,z,,z,,z,,z,,z,,z,,z
240,200709,S92000003,S08000022,H214H,Minor Injury Unit or Other,244,,z,237,,z,,z,,z,,z,,z,,z,,z,,z
241,200709,S92000003,S08000022,H215H,Minor Injury Unit or Other,117,,z,116,,z,,z,,z,,z,,z,,z,,z,,z
242,200709,S92000003,S08000022,H217H,Minor Injury Unit or Other,196,,z,196,,z,,z,,z,,z,,z,,z,,z,,z
243,200709,S92000003,S08000022,H219H,Minor Injury Unit or Other,76,,z,75,,z,,z,,z,,z,,z,,z,,z,,z
244,200709,S92000003,S08000022,H227B,Minor Injury Unit or Other,123,,z,123,,z,,z,,z,,z,,z,,z,,z,,z
245,200709,S92000003,S08000032,L106H,Emergency Department,5495,5495,"",5384,5384,"",1515,"",2,"",3954,"",12,"",12,"",4,"",0,""
246,200709,S92000003,S08000032,L206H,Minor Injury Unit or Other,161,,z,161,,z,,z,,z,,z,,z,,z,,z,,z
247,200709,S92000003,S08000032,L207H,Minor Injury Unit or Other,228,,z,228,,z,,z,,z,,z,,z,,z,,z,,z
248,200709,S92000003,S08000032,L302H,Emergency Department,4752,4752,"",4530,4530,"",984,"",7,"",3710,"",17,"",34,"",50,"",27,""
249,200709,S92000003,S08000032,L308H,Emergency Department,5511,5511,"",5420,5420,"",1303,"",7,"",4162,"",20,"",19,"",5,"",0,""
250,200709,S92000003,S08000024,S116H,Minor Injury Unit or Other,3001,3001,"",2785,2785,"",874,"",2,"",2125,"",0,"",0,"",11,"",1,""
251,200709,S92000003,S08000024,S308H,Emergency Department,3999,3999,"",3937,3937,"",719,"",7,"",2943,"",106,"",224,"",2,"",0,""
252,200709,S92000003,S08000024,S314H,Emergency Department,8887,8887,"",8229,8229,"",2786,"",21,"",5882,"",198,"",0,"",27,"",1,""
253,200709,S92000003,S08000024,S319H,Emergency Department,2902,2902,"",2880,2880,"",435,"",1,"",2466,"",0,"",0,"",0,"",0,""
254,200709,S92000003,S08000025,R103H,Minor Injury Unit or Other,242,,z,242,,z,,z,,z,,z,,z,,z,,z,,z
255,200709,S92000003,S08000026,Z102H,Emergency Department,713,713,"",691,691,"",138,"",2,"",537,"",3,"",33,"",3,"",2,""
256,200709,S92000003,S08000030,T101H,Emergency Department,4113,4113,"",4086,4086,"",943,"",13,"",3053,"",22,"",82,"",0,"",0,""
257,200709,S92000003,S08000030,T202H,Emergency Department,2142,2142,"",2118,2118,"",369,"",6,"",1552,"",55,"",160,"",1,"",0,""
258,200709,S92000003,S08000030,T208H,Minor Injury Unit or Other,57,57,"",57,57,"",0,"",0,"",57,"",0,"",0,"",0,"",0,""
259,200709,S92000003,S08000030,T209H,Minor Injury Unit or Other,170,170,"",170,170,"",4,"",0,"",166,"",0,"",0,"",0,"",0,""
260,200709,S92000003,S08000030,T304H,Minor Injury Unit or Other,783,783,"",782,782,"",10,"",0,"",730,"",43,"",0,"",0,"",0,""
261,200709,S92000003,S08000030,T305H,Minor Injury Unit or Other,164,164,"",164,164,"",3,"",0,"",161,"",0,"",0,"",0,"",0,""
262,200709,S92000003,S08000030,T319H,Minor Injury Unit or Other,434,434,"",432,432,"",10,"",0,"",423,"",1,"",0,"",0,"",0,""
263,200709,S92000003,S08000030,T357C,Minor Injury Unit or Other,375,375,"",375,375,"",22,"",0,"",343,"",10,"",0,"",0,"",0,""
264,200709,S92000003,S08000028,W106H,Minor Injury Unit or Other,16,,z,16,,z,,z,,z,,z,,z,,z,,z,,z
265,200709,S92000003,S08000028,W107H,Emergency Department,689,689,"",664,664,"",172,"",0,"",493,"",1,"",23,"",0,"",0,""
266,200709,S92000003,S08000028,W108H,Minor Injury Unit or Other,106,,z,106,,z,,z,,z,,z,,z,,z,,z,,z
267,200710,S92000003,S08000015,A101H,Minor Injury Unit or Other,165,,z,165,,z,,z,,z,,z,,z,,z,,z,,z
268,200710,S92000003,S08000015,A110H,Minor Injury Unit or Other,74,,z,74,,z,,z,,z,,z,,z,,z,,z,,z
269,200710,S92000003,S08000015,A111H,Emergency Department,5481,5481,"",5374,5374,"",2038,"",13,"",3292,"",44,"",94,"",3,"",1,""
270,200710,S92000003,S08000015,A207H,Minor Injury Unit or Other,83,,z,83,,z,,z,,z,,z,,z,,z,,z,,z
271,200710,S92000003,S08000015,A210H,Emergency Department,3452,3452,"",3304,3304,"",1275,"",0,"",2033,"",78,"",66,"",1,"",0,""
272,200710,S92000003,S08000016,B103H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
273,200710,S92000003,S08000016,B105H,Minor Injury Unit or Other,88,,z,88,,z,,z,,z,,z,,z,,z,,z,,z
274,200710,S92000003,S08000016,B114H,Minor Injury Unit or Other,26,,z,26,,z,,z,,z,,z,,z,,z,,z,,z
275,200710,S92000003,S08000016,B118H,Minor Injury Unit or Other,96,,z,96,,z,,z,,z,,z,,z,,z,,z,,z
276,200710,S92000003,S08000016,B120H,Emergency Department,1912,1912,"",1895,1895,"",639,"",3,"",1056,"",20,"",194,"",0,"",0,""
277,200710,S92000003,S08000017,Y101H,Minor Injury Unit or Other,63,,z,63,,z,,z,,z,,z,,z,,z,,z,,z
278,200710,S92000003,S08000017,Y106H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
279,200710,S92000003,S08000017,Y109H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
280,200710,S92000003,S08000017,Y110H,Minor Injury Unit or Other,61,,z,61,,z,,z,,z,,z,,z,,z,,z,,z
281,200710,S92000003,S08000017,Y144H,Emergency Department,913,,z,890,,z,,z,,z,,z,,z,,z,,z,,z
282,200710,S92000003,S08000017,Y146H,Emergency Department,2760,2760,"",2724,2724,"",924,"",4,"",1765,"",19,"",48,"",1,"",0,""
283,200710,S92000003,S08000029,F704H,Emergency Department,3726,3726,"",3629,3629,"",635,"",158,"",2831,"",35,"",67,"",1,"",0,""
284,200710,S92000003,S08000029,F708H,Minor Injury Unit or Other,149,,z,149,,z,,z,,z,,z,,z,,z,,z,,z
285,200710,S92000003,S08000029,F709H,Minor Injury Unit or Other,319,,z,319,,z,,z,,z,,z,,z,,z,,z,,z
286,200710,S92000003,S08000029,F805H,Emergency Department,3358,3358,"",3275,3275,"",680,"",169,"",2444,"",29,"",36,"",3,"",0,""
287,200710,S92000003,S08000019,V102H,Minor Injury Unit or Other,1812,1812,"",1810,1810,"",0,"",0,"",1295,"",207,"",310,"",0,"",0,""
288,200710,S92000003,S08000019,V201H,Emergency Department,4018,4018,"",3940,3940,"",1138,"",7,"",2307,"",38,"",528,"",3,"",0,""
289,200710,S92000003,S08000020,N101H,Emergency Department,5279,5279,"",5144,5144,"",1216,"",31,"",3920,"",78,"",34,"",9,"",1,""
290,200710,S92000003,S08000020,N121H,Emergency Department,1341,1341,"",1340,1340,"",361,"",0,"",979,"",1,"",0,"",0,"",0,""
291,200710,S92000003,S08000020,N151H,Minor Injury Unit or Other,58,,z,58,,z,,z,,z,,z,,z,,z,,z,,z
292,200710,S92000003,S08000020,N331H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
293,200710,S92000003,S08000020,N332H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
294,200710,S92000003,S08000020,N333H,Minor Injury Unit or Other,1022,,z,1022,,z,,z,,z,,z,,z,,z,,z,,z
295,200710,S92000003,S08000020,N334H,Minor Injury Unit or Other,933,,z,929,,z,,z,,z,,z,,z,,z,,z,,z
296,200710,S92000003,S08000020,N335H,Minor Injury Unit or Other,241,,z,241,,z,,z,,z,,z,,z,,z,,z,,z
297,200710,S92000003,S08000020,N336H,Minor Injury Unit or Other,168,,z,168,,z,,z,,z,,z,,z,,z,,z,,z
298,200710,S92000003,S08000020,N337H,Minor Injury Unit or Other,318,,z,318,,z,,z,,z,,z,,z,,z,,z,,z
299,200710,S92000003,S08000020,N411H,Emergency Department,1881,1881,"",1838,1838,"",536,"",3,"",1288,"",27,"",27,"",0,"",0,""
300,200710,S92000003,S08000020,N431H,Minor Injury Unit or Other,87,,z,87,,z,,z,,z,,z,,z,,z,,z,,z
301,200710,S92000003,S08000020,N432H,Minor Injury Unit or Other,23,,z,23,,z,,z,,z,,z,,z,,z,,z,,z
302,200710,S92000003,S08000020,N433H,Minor Injury Unit or Other,110,,z,110,,z,,z,,z,,z,,z,,z,,z,,z
303,200710,S92000003,S08000020,N434H,Minor Injury Unit or Other,41,,z,41,,z,,z,,z,,z,,z,,z,,z,,z
304,200710,S92000003,S08000020,N451H,Minor Injury Unit or Other,25,,z,25,,z,,z,,z,,z,,z,,z,,z,,z
305,200710,S92000003,S08000020,N494H,Minor Injury Unit or Other,125,125,"",125,125,"",0,"",0,"",100,"",24,"",1,"",0,"",0,""
306,200710,S92000003,S08000031,C206H,Minor Injury Unit or Other,1196,1196,"",1193,1193,"",318,"",0,"",784,"",84,"",10,"",0,"",0,""
307,200710,S92000003,S08000031,C313H,Emergency Department,2645,2645,"",2590,2590,"",581,"",7,"",1904,"",32,"",121,"",0,"",0,""
308,200710,S92000003,S08000031,C418H,Emergency Department,5797,5797,"",5579,5579,"",1712,"",7,"",3651,"",62,"",365,"",4,"",0,""
309,200710,S92000003,S08000031,G107H,Emergency Department,6562,6562,"",6174,6174,"",2091,"",19,"",3934,"",134,"",384,"",15,"",0,""
310,200710,S92000003,S08000031,G207H,Emergency Department,3577,3577,"",3434,3434,"",1064,"",1,"",2333,"",54,"",125,"",1,"",0,""
311,200710,S92000003,S08000031,G306H,Emergency Department,5788,5788,"",5676,5676,"",1572,"",21,"",4022,"",138,"",35,"",2,"",1,""
312,200710,S92000003,S08000031,G405H,Emergency Department,4028,4028,"",3852,3852,"",1241,"",9,"",2604,"",36,"",138,"",3,"",0,""
313,200710,S92000003,S08000031,G513H,Emergency Department,3316,3316,"",3249,3249,"",528,"",1,"",2776,"",4,"",7,"",0,"",0,""
314,200710,S92000003,S08000031,G516H,Emergency Department,5270,5270,"",4876,4876,"",1701,"",7,"",3198,"",108,"",256,"",21,"",3,""
315,200710,S92000003,S08000022,C103B,Minor Injury Unit or Other,489,,z,488,,z,,z,,z,,z,,z,,z,,z,,z
316,200710,S92000003,S08000022,C106H,Minor Injury Unit or Other,521,,z,520,,z,,z,,z,,z,,z,,z,,z,,z
317,200710,S92000003,S08000022,C108H,Minor Injury Unit or Other,80,,z,79,,z,,z,,z,,z,,z,,z,,z,,z
318,200710,S92000003,S08000022,C110H,Minor Injury Unit or Other,299,,z,290,,z,,z,,z,,z,,z,,z,,z,,z
319,200710,S92000003,S08000022,C113H,Minor Injury Unit or Other,284,,z,279,,z,,z,,z,,z,,z,,z,,z,,z
320,200710,S92000003,S08000022,C117J,Minor Injury Unit or Other,66,,z,65,,z,,z,,z,,z,,z,,z,,z,,z
321,200710,S92000003,S08000022,C121H,Emergency Department,496,,z,494,,z,,z,,z,,z,,z,,z,,z,,z
322,200710,S92000003,S08000022,H101H,Minor Injury Unit or Other,191,,z,191,,z,,z,,z,,z,,z,,z,,z,,z
323,200710,S92000003,S08000022,H103H,Emergency Department,477,,z,473,,z,,z,,z,,z,,z,,z,,z,,z
324,200710,S92000003,S08000022,H106H,Minor Injury Unit or Other,70,,z,70,,z,,z,,z,,z,,z,,z,,z,,z
325,200710,S92000003,S08000022,H202H,Emergency Department,2360,2360,"",2337,2337,"",512,"",20,"",1828,"",0,"",0,"",2,"",0,""
326,200710,S92000003,S08000022,H208H,Minor Injury Unit or Other,195,,z,195,,z,,z,,z,,z,,z,,z,,z,,z
327,200710,S92000003,S08000022,H210H,Minor Injury Unit or Other,79,,z,78,,z,,z,,z,,z,,z,,z,,z,,z
328,200710,S92000003,S08000022,H212H,Emergency Department,791,,z,781,,z,,z,,z,,z,,z,,z,,z,,z
329,200710,S92000003,S08000022,H214H,Minor Injury Unit or Other,213,,z,207,,z,,z,,z,,z,,z,,z,,z,,z
330,200710,S92000003,S08000022,H215H,Minor Injury Unit or Other,120,,z,120,,z,,z,,z,,z,,z,,z,,z,,z
331,200710,S92000003,S08000022,H217H,Minor Injury Unit or Other,169,,z,169,,z,,z,,z,,z,,z,,z,,z,,z
332,200710,S92000003,S08000022,H219H,Minor Injury Unit or Other,83,,z,83,,z,,z,,z,,z,,z,,z,,z,,z
333,200710,S92000003,S08000022,H227B,Minor Injury Unit or Other,149,,z,149,,z,,z,,z,,z,,z,,z,,z,,z
334,200710,S92000003,S08000032,L106H,Emergency Department,5627,5627,"",5417,5417,"",1641,"",12,"",3934,"",17,"",23,"",7,"",0,""
335,200710,S92000003,S08000032,L206H,Minor Injury Unit or Other,160,,z,160,,z,,z,,z,,z,,z,,z,,z,,z
336,200710,S92000003,S08000032,L207H,Minor Injury Unit or Other,133,,z,133,,z,,z,,z,,z,,z,,z,,z,,z
337,200710,S92000003,S08000032,L302H,Emergency Department,4461,4461,"",4296,4296,"",880,"",7,"",3530,"",11,"",33,"",20,"",5,""
338,200710,S92000003,S08000032,L308H,Emergency Department,5575,5575,"",5479,5479,"",1336,"",3,"",4203,"",7,"",26,"",4,"",1,""
339,200710,S92000003,S08000024,S116H,Minor Injury Unit or Other,2934,2934,"",2745,2745,"",954,"",4,"",1972,"",4,"",0,"",8,"",0,""
340,200710,S92000003,S08000024,S308H,Emergency Department,3871,3871,"",3796,3796,"",759,"",7,"",2790,"",91,"",224,"",2,"",0,""
341,200710,S92000003,S08000024,S314H,Emergency Department,8971,8971,"",8438,8438,"",2829,"",13,"",5978,"",151,"",0,"",13,"",0,""
342,200710,S92000003,S08000024,S319H,Emergency Department,2956,2956,"",2928,2928,"",528,"",1,"",2425,"",2,"",0,"",0,"",0,""
343,200710,S92000003,S08000025,R103H,Minor Injury Unit or Other,199,,z,199,,z,,z,,z,,z,,z,,z,,z,,z
344,200710,S92000003,S08000026,Z102H,Emergency Department,676,676,"",670,670,"",130,"",0,"",519,"",0,"",27,"",1,"",0,""
345,200710,S92000003,S08000030,T101H,Emergency Department,4057,4057,"",4025,4025,"",952,"",14,"",2960,"",30,"",101,"",0,"",0,""
346,200710,S92000003,S08000030,T202H,Emergency Department,2105,2105,"",2071,2071,"",403,"",2,"",1489,"",61,"",150,"",0,"",0,""
347,200710,S92000003,S08000030,T208H,Minor Injury Unit or Other,52,52,"",52,52,"",0,"",0,"",52,"",0,"",0,"",0,"",0,""
348,200710,S92000003,S08000030,T209H,Minor Injury Unit or Other,116,116,"",116,116,"",2,"",0,"",114,"",0,"",0,"",0,"",0,""
349,200710,S92000003,S08000030,T304H,Minor Injury Unit or Other,666,666,"",666,666,"",39,"",0,"",627,"",0,"",0,"",0,"",0,""
350,200710,S92000003,S08000030,T305H,Minor Injury Unit or Other,143,143,"",143,143,"",3,"",0,"",140,"",0,"",0,"",0,"",0,""
351,200710,S92000003,S08000030,T319H,Minor Injury Unit or Other,405,405,"",405,405,"",4,"",0,"",401,"",0,"",0,"",0,"",0,""
352,200710,S92000003,S08000030,T357C,Minor Injury Unit or Other,408,408,"",407,407,"",13,"",0,"",395,"",0,"",0,"",0,"",0,""
353,200710,S92000003,S08000028,W106H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
354,200710,S92000003,S08000028,W107H,Emergency Department,643,643,"",627,627,"",155,"",0,"",476,"",1,"",11,"",0,"",0,""
355,200710,S92000003,S08000028,W108H,Minor Injury Unit or Other,114,,z,114,,z,,z,,z,,z,,z,,z,,z,,z
356,200711,S92000003,S08000015,A101H,Minor Injury Unit or Other,111,,z,111,,z,,z,,z,,z,,z,,z,,z,,z
357,200711,S92000003,S08000015,A110H,Minor Injury Unit or Other,42,,z,42,,z,,z,,z,,z,,z,,z,,z,,z
358,200711,S92000003,S08000015,A111H,Emergency Department,5119,5119,"",5042,5042,"",2014,"",7,"",2877,"",14,"",207,"",4,"",0,""
359,200711,S92000003,S08000015,A207H,Minor Injury Unit or Other,117,,z,117,,z,,z,,z,,z,,z,,z,,z,,z
360,200711,S92000003,S08000015,A210H,Emergency Department,3061,3061,"",2980,2980,"",1176,"",0,"",1748,"",60,"",77,"",2,"",0,""
361,200711,S92000003,S08000016,B103H,Minor Injury Unit or Other,12,,z,12,,z,,z,,z,,z,,z,,z,,z,,z
362,200711,S92000003,S08000016,B105H,Minor Injury Unit or Other,71,,z,71,,z,,z,,z,,z,,z,,z,,z,,z
363,200711,S92000003,S08000016,B114H,Minor Injury Unit or Other,32,,z,32,,z,,z,,z,,z,,z,,z,,z,,z
364,200711,S92000003,S08000016,B118H,Minor Injury Unit or Other,53,,z,53,,z,,z,,z,,z,,z,,z,,z,,z
365,200711,S92000003,S08000016,B120H,Emergency Department,1805,1805,"",1784,1784,"",620,"",3,"",976,"",27,"",179,"",0,"",0,""
366,200711,S92000003,S08000017,Y101H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
367,200711,S92000003,S08000017,Y106H,Minor Injury Unit or Other,53,,z,53,,z,,z,,z,,z,,z,,z,,z,,z
368,200711,S92000003,S08000017,Y109H,Minor Injury Unit or Other,1,,z,1,,z,,z,,z,,z,,z,,z,,z,,z
369,200711,S92000003,S08000017,Y110H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
370,200711,S92000003,S08000017,Y144H,Emergency Department,877,,z,866,,z,,z,,z,,z,,z,,z,,z,,z
371,200711,S92000003,S08000017,Y146H,Emergency Department,2618,2618,"",2577,2577,"",910,"",7,"",1669,"",13,"",19,"",0,"",0,""
372,200711,S92000003,S08000029,F704H,Emergency Department,3361,3361,"",3287,3287,"",574,"",30,"",2646,"",44,"",67,"",0,"",0,""
373,200711,S92000003,S08000029,F708H,Minor Injury Unit or Other,147,,z,147,,z,,z,,z,,z,,z,,z,,z,,z
374,200711,S92000003,S08000029,F709H,Minor Injury Unit or Other,268,,z,268,,z,,z,,z,,z,,z,,z,,z,,z
375,200711,S92000003,S08000029,F805H,Emergency Department,3186,3186,"",3062,3062,"",699,"",119,"",2258,"",26,"",84,"",4,"",0,""
376,200711,S92000003,S08000019,V102H,Minor Injury Unit or Other,1610,1610,"",1606,1606,"",0,"",0,"",1182,"",177,"",251,"",0,"",0,""
377,200711,S92000003,S08000019,V201H,Emergency Department,3903,3903,"",3817,3817,"",1172,"",4,"",2193,"",27,"",507,"",2,"",0,""
378,200711,S92000003,S08000020,N101H,Emergency Department,4974,4974,"",4738,4738,"",1210,"",22,"",3629,"",87,"",26,"",27,"",6,""
379,200711,S92000003,S08000020,N121H,Emergency Department,1204,1204,"",1202,1202,"",374,"",0,"",827,"",2,"",1,"",0,"",0,""
380,200711,S92000003,S08000020,N151H,Minor Injury Unit or Other,66,,z,66,,z,,z,,z,,z,,z,,z,,z,,z
381,200711,S92000003,S08000020,N331H,Minor Injury Unit or Other,39,,z,39,,z,,z,,z,,z,,z,,z,,z,,z
382,200711,S92000003,S08000020,N332H,Minor Injury Unit or Other,61,,z,61,,z,,z,,z,,z,,z,,z,,z,,z
383,200711,S92000003,S08000020,N333H,Minor Injury Unit or Other,926,,z,925,,z,,z,,z,,z,,z,,z,,z,,z
384,200711,S92000003,S08000020,N334H,Minor Injury Unit or Other,769,,z,765,,z,,z,,z,,z,,z,,z,,z,,z
385,200711,S92000003,S08000020,N335H,Minor Injury Unit or Other,215,,z,215,,z,,z,,z,,z,,z,,z,,z,,z
386,200711,S92000003,S08000020,N336H,Minor Injury Unit or Other,163,,z,163,,z,,z,,z,,z,,z,,z,,z,,z
387,200711,S92000003,S08000020,N337H,Minor Injury Unit or Other,271,,z,271,,z,,z,,z,,z,,z,,z,,z,,z
388,200711,S92000003,S08000020,N411H,Emergency Department,1699,1699,"",1680,1680,"",505,"",3,"",1157,"",13,"",21,"",0,"",0,""
389,200711,S92000003,S08000020,N431H,Minor Injury Unit or Other,58,,z,58,,z,,z,,z,,z,,z,,z,,z,,z
390,200711,S92000003,S08000020,N432H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
391,200711,S92000003,S08000020,N433H,Minor Injury Unit or Other,94,,z,94,,z,,z,,z,,z,,z,,z,,z,,z
392,200711,S92000003,S08000020,N434H,Minor Injury Unit or Other,52,,z,52,,z,,z,,z,,z,,z,,z,,z,,z
393,200711,S92000003,S08000020,N451H,Minor Injury Unit or Other,25,,z,25,,z,,z,,z,,z,,z,,z,,z,,z
394,200711,S92000003,S08000020,N494H,Minor Injury Unit or Other,122,122,"",122,122,"",0,"",0,"",104,"",18,"",0,"",0,"",0,""
395,200711,S92000003,S08000031,C206H,Minor Injury Unit or Other,1153,1153,"",1148,1148,"",311,"",1,"",770,"",65,"",6,"",0,"",0,""
396,200711,S92000003,S08000031,C313H,Emergency Department,2493,2493,"",2459,2459,"",572,"",1,"",1800,"",30,"",90,"",1,"",0,""
397,200711,S92000003,S08000031,C418H,Emergency Department,5317,5317,"",5214,5214,"",1532,"",11,"",3383,"",54,"",337,"",3,"",0,""
398,200711,S92000003,S08000031,G107H,Emergency Department,5949,5949,"",5651,5651,"",1864,"",22,"",3670,"",112,"",281,"",1,"",0,""
399,200711,S92000003,S08000031,G207H,Emergency Department,3302,3302,"",3185,3185,"",980,"",0,"",2164,"",41,"",117,"",4,"",0,""
400,200711,S92000003,S08000031,G306H,Emergency Department,5412,5412,"",5320,5320,"",1446,"",9,"",3744,"",96,"",117,"",2,"",0,""
401,200711,S92000003,S08000031,G405H,Emergency Department,3750,3750,"",3590,3590,"",1079,"",5,"",2211,"",31,"",424,"",1,"",0,""
402,200711,S92000003,S08000031,G513H,Emergency Department,3456,3456,"",3393,3393,"",515,"",0,"",2929,"",4,"",8,"",5,"",4,""
403,200711,S92000003,S08000031,G516H,Emergency Department,4914,4914,"",4643,4643,"",1560,"",13,"",2974,"",100,"",267,"",12,"",7,""
